user,song,play_count
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOUDLVN12AAFF43658,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOUFPNI12A8C142D19,6
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOULTKQ12AB018A183,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVAEBJ12A58A7A364,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVXBOT12A8C136816,6
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVZHYS12A8C14663F,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOWCKVR12A8C142411,3
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOWWNDT12A8AE49A4C,6
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOXBZEQ12A8C14307F,7
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOXNZOW12AB017F756,6
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOYBWVL12AF72A3DD3,1
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZCBPN12A8C14136F,8
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZNBQP12A6310D8AA,4
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZVCRW12A67ADA0B7,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAFOBL12AF72A25BA,12
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAFTRR12AF72A8D4D,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAIILB12A58A776F7,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAIIYK12A6D4F6666,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAJJDS12A8C13A3FB,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAKDHD12A6310F1AE,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAMDXO12A8C131E2F,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAMPRJ12A8AE45F38,20
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAOBEK12AF72A9021,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAOFBI12A8C143E28,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAPIHX12AB0184CB1,7
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAQTNT12A6701F957,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOARBUV12A6310F1B2,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOATNYF12AF72A8D48,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUBGU12A6701C57A,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUIZJ12A6D4FC011,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUXEN12A81C23960,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAWSML12A6310F1B7,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOAXKNC12AF72A4BF8,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBDMNP12AF72AB1E1,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBDQMB12AB0189045,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBGPHU12A8C1424E3,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBJBIZ12A8C132861,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBJIZY12A6701F11A,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBMSCQ12AAF3B51B7,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBNPLZ12A81C2394C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBOJJB12A58A7D1AD,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBTNNG12AF72A73E8,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBVKFF12A8C137A79,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBWWDF12AF72A4828,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBZCTQ12AB0183220,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOBZETO12AB018C7FE,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCAFDI12A8C13D10E,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCAQPK12AB018AA3F,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCBNIS12AF72AB9D3,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCEWVG12A8C13DCC2,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCFPSZ12A6D4FCA89,15
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCHPFL12AF72A3F64,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCJCVE12A8C13CDDB,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCJHXN12AB0188C8B,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCJTTL12A8C14009F,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCKYCG12A58A78E37,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCLQES12A58A7BB1D,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCNCFO12A8C13971C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCOVEJ12A6D4FC90E,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCPVMY12AF72AA178,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCQOKM12AB018C7F8,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCQQSU12AB0185BF4,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCSHHV12A8AE45F45,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCSZDA12A6D4F6663,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCVTLJ12A6310F0FD,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOCXGVX12A67AD85A1,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODACQU12A67AE0C88,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODBCUG12A67AE0927,9
5a905f000fc1ff3df7ca807d57edb608863db05d,SODBMSF12A8C135DFD,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SODEAJC12A58A7769F,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SODEYDM12A58A77072,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SODIMDE12A6D4F6D41,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODLVZS12A8C131B2D,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SODOWQF12A81C2371B,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SODPSYG12A8C145EBF,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODQKXS12A8C135DF7,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SODRLEQ12A6701F953,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODSESK12A81C2178C,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SODTJFU12B0B80C9BE,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SODWVWI12A81C21791,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SODXNRQ12A8151B860,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SODZLWJ12AF729FB85,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEAVMU12AB017E234,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEBCBI12AF72A154F,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOECUDG12A8C13337F,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEDBAO12A8AE476FE,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEDGBE12A670211D3,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEGAZP12A8BED7496,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEHMKZ12A58A7DF45,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEHZQB12A6702016D,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOELGCG12AB0188C92,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEPHAK12A8C1383D5,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEPZQS12A8C1436C7,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEQKNF12A8C13C0B9,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOESGCP12A58A7AF7B,7
5a905f000fc1ff3df7ca807d57edb608863db05d,SOESJHB12A8C13F5A5,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOETHKN12AF72A65A6,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOETSTN12A81C219A9,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEUTXF12A6D4FC6F8,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEWATI12A8C13D029,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEWTBE12A58A7E7C2,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEWWIU12A8C141309,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEXEMS12AB0186160,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEYDSK12A6D4FC6CE,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOEYKXB12A8C1346BC,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFBOXR12A6310F0FC,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFCQQC12A8C135E0C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFFGTH12A67AE0925,17
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFGTCQ12AB01812C8,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFJMYJ12A6D4F8E59,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFKTPP12A8C1385CA,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFPZCI12A58A7CF79,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFSPAT12A8C145F53,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFTTSD12A81C219CC,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFWUWJ12A6D4F991E,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOFYSDB12A8C131AF6,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGCBQL12A67ADE302,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGEAVL12A8C13F578,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGECRB12AB018C9AB,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGERWW12AB01858A2,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGFQWV12A8C135DF1,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGIEOU12A8C134815,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGJPMB12A8C13A9DB,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGKTON12A6D4FC6E3,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGLBQA12A6701E7AF,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGOMCI12AB0188C6C,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGPMUO12A6D4F6D31,8
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGQUQG12A8C143005,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGUBKQ12A8C135DEC,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGVWGI12A8C13B9D1,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGXGKK12AB0184CD6,12
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGZHXG12AF72A0EE8,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOGZQHS12A8C137A12,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHAHTQ12AB017AA32,8
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHBJHX12AF72A79F1,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHBURV12A8C13B628,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHCLPF12AB017FD26,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHDSVJ12A6D4F93FF,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHFLHO12A8C135E05,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHIDCT12AB018C98E,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHLOTX12A6701FF2D,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHOTAA12A8AE45F43,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHVWPV12A8C135C5B,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHWBGO12A6D4FA87A,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHWFUW12A8C13ECCA,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHXQWR12AF72AB9CD,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOHYWRK12A8C13D117,10
5a905f000fc1ff3df7ca807d57edb608863db05d,SOICNON12A8C140437,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIEBOJ12A8C1379FC,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIFAGN12A6D4F7B29,13
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIJPQV12A6701F959,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIJTAV12AB01825CA,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIKTRP12A81C219C9,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIMCDE12A6D4F8383,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIMREX12A6D4F99FE,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIOBLC12AF72A3A7C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIPFNK12A8C139007,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIQUSV12A8C13A402,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIVBNO12A58A75411,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIVKUR12A6310F0FF,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIWBJU12A6701CBE7,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIYHAZ12A6D4F6D30,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIYMFH12A8C14059B,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOIZRER12A8C137A26,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJAAYY12A8C13E631,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJDPNR12A8C13C7AE,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJEMSC12A6D4F81A6,8
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJERWB12A8C13E654,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJHCOH12A8AE45F4F,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJHKGH12A58A804C8,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJHVZZ12A58A75BBE,8
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJKAWG12A81C21781,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJLAES12AAF3B4907,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJTIXE12AB018C99E,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJTQNM12A6D4FBE17,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJUBSU12AF729FEC1,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJVCYN12A8C138A1F,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJWDVX12A8C144C92,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJXCUO12AB0180F5C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOJZOFG12A8C137BAE,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKEMEF12A6D4F9403,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKHHVK12A8AE48182,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKLRPJ12A8C13C3FE,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKPECC12A8C144E4A,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKRDBG12A81C2179B,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKTJMZ12AB018C9A0,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKTJXL12A8C13C90B,7
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKUMNA12A8C131B4B,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKVSAH12A8C133C6D,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKVTGU12A6701E7B1,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKVYTI12A8C13B5DC,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKYBEO12A81C23957,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKYRPO12A8C135E20,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKYVWL12A67AE0922,18
5a905f000fc1ff3df7ca807d57edb608863db05d,SOKZVPM12A8C135A81,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLARJV12AB018306B,12
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLAUOW12A8C13A400,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLGIFI12A8C135DE3,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLGWFD12B0B807B28,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLJHUB12A58A78151,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLJWIQ12A6D4FA875,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLLDVS12AB0183835,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLNMFP12A8C13B616,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLPDGD12A6701F951,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLQRCE12A6D4F8381,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLQYOG12B0B80BA71,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLSCUX12A8C13D10B,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLVCOL12A8C13B9EB,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLVHIW12A8C13BA03,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLVMWL12AAF3B537C,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLVMXY12A8C131E36,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLWNAA12A8C13B605,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOLWRQM12AB0184C86,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMBCVG12A8C13A261,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMBLEA12AF729ECE2,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMCHHT12A8C13B9F2,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMFVZQ12A81C219E4,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMHMQW12A8C14098B,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMJFPG12A58A7DD95,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMLQYU12A6D4F858F,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMMONH12A6D4F41CD,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMNABG12AB018C811,4
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMPOYU12A8C131B00,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMQDVC12A6D4FBE03,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMRTUH12AB0185650,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMRWUD12A6D4FB4C4,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMRYYN12A6310F0F3,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMSNCG12A8AE475A7,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMTTXF12A8C1428A9,6
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMUCFP12A6701F28E,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMUNVU12A6D4FB0E0,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMVMVF12AB018C9A6,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMVPBQ12A58A7835F,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMVTRL12A67AE0921,28
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMXLAN12AB0184EBB,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SOMZVGZ12A8C140EFF,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SONETOU12A58A7D903,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SONEWOI12AAF3B3602,9
5a905f000fc1ff3df7ca807d57edb608863db05d,SONEYTB12AF72A73F0,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SONEYYW12AF72A2AA6,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SONGIXY12A58A7BB42,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SONIMNU12B0B8092AB,11
5a905f000fc1ff3df7ca807d57edb608863db05d,SONJNEQ12A6D4F9EB6,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SONMKLO12AB017B593,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SONQSBF12AF72ABB86,5
5a905f000fc1ff3df7ca807d57edb608863db05d,SONREBX12A8C142DBA,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SONSOPT12A6D4F9405,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SONTNHB12A8C1391D6,3
5a905f000fc1ff3df7ca807d57edb608863db05d,SONVRTN12A8C1385C2,2
5a905f000fc1ff3df7ca807d57edb608863db05d,SONZLSS12AAF3B4917,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SONZSVJ12A67AE0924,17
5a905f000fc1ff3df7ca807d57edb608863db05d,SOOBPWM12A8C13973E,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOOCICG12A8AE49309,1
5a905f000fc1ff3df7ca807d57edb608863db05d,SOOCVAY12A6D4F8385,2
